date,Code Insee Region,Superficie (km2),Population (2021),Densité (2021) (hab./km2),retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,TMin (°C),TMax (°C),TMoy (°C), pm25, pm10, o3, no2,Vaccination,Cas epidemiques
24/07/2021,84,69711,8114361,116.4,-19,3,79,24,-8,-2,15.21,26.21,20.71, ,12,43,4,31858,1077
25/07/2021,84,69711,8114361,116.4,2,28,123,24,3,-4,15.37,25.92,20.65, ,12,66,10,13363,1081
26/07/2021,84,69711,8114361,116.4,2,23,147,-1,-36,5,13.7,27.24,20.47, ,18,36,6,45984,1162
27/07/2021,84,69711,8114361,116.4,0,22,153,-6,-34,5,15.81,25.72,20.76, ,10,31,4,57669,1218
28/07/2021,84,69711,8114361,116.4,-4,18,133,-2,-31,3,13.52,27.65,20.59, ,8,36,5,55237,1260
29/07/2021,84,69711,8114361,116.4,-3,19,142,-3,-33,3,15.25,25.77,20.51, ,7,34,8,56304,1276
30/07/2021,84,69711,8114361,116.4,-9,13,86,6,-35,5,14.44,22.4,18.42, ,10,24,7,54317,1298
31/07/2021,84,69711,8114361,116.4,-19,5,73,38,-10,-2,12.63,20.92,16.77, ,11,25,8,33461,1326
01/08/2021,84,69711,8114361,116.4,-1,29,96,34,0,-3,10.83,23.48,17.15, ,8,29,5,12041,1347
02/08/2021,84,69711,8114361,116.4,5,26,184,2,-48,6,11.79,21.62,16.7, ,7,16,7,43251,1407
03/08/2021,84,69711,8114361,116.4,-3,23,142,-10,-47,8,14.42,20.57,17.5, ,6,25,6,46375,1467
04/08/2021,84,69711,8114361,116.4,-6,19,95,-11,-45,7,14.68,23.75,19.21, ,7,30,7,44888,1469
05/08/2021,84,69711,8114361,116.4,-4,21,146,-8,-46,6,15.92,25.25,20.59, ,9,36,7,38355,1522
06/08/2021,84,69711,8114361,116.4,-9,11,139,1,-47,6,14.34,20.87,17.6, ,13,35,7,37990,1597
07/08/2021,84,69711,8114361,116.4,-24,0,52,26,-18,1,10.75,23.09,16.92, ,17,45,8,20407,1657
08/08/2021,84,69711,8114361,116.4,10,34,151,34,0,-5,10.34,25.12,17.73, ,23,38,7,7400,1696
09/08/2021,84,69711,8114361,116.4,1,30,201,-1,-55,7,12.34,29.74,21.04, ,27,101,8,28174,1811
10/08/2021,84,69711,8114361,116.4,-5,28,225,-8,-54,7,14.98,30.75,22.87, ,32,65,4,32614,1812
11/08/2021,84,69711,8114361,116.4,-11,20,208,-7,-52,5,16.82,33.1,24.96, ,42,35,1,29144,1831
12/08/2021,84,69711,8114361,116.4,-15,20,172,-11,-54,8,16.55,31.24,23.9, ,10,29,1,26533,1927
13/08/2021,84,69711,8114361,116.4,-15,16,150,-2,-54,7,17.93,33.91,25.92, ,14,24,3,26207,1975
14/08/2021,84,69711,8114361,116.4,-28,1,119,32,-18,-3,19.14,32.55,25.85, ,11,27,2,14579,1993
15/08/2021,84,69711,8114361,116.4,-2,31,146,30,0,-5,17.1,22.79,19.95, ,6,31,5,3861,2003
16/08/2021,84,69711,8114361,116.4,-1,31,169,1,-54,7,14.32,22.11,18.21, ,9,38,8,19929,2130
17/08/2021,84,69711,8114361,116.4,-5,27,190,-8,-52,8,13.01,21.13,17.07, ,12,25,2,23272,2126
18/08/2021,84,69711,8114361,116.4,-10,20,168,-6,-48,6,14.1,23.69,18.9, ,8,30,2,21523,2133
19/08/2021,84,69711,8114361,116.4,-10,23,158,-9,-50,8,11.21,27.25,19.23, ,7,30,2,20401,2121
20/08/2021,84,69711,8114361,116.4,-16,13,136,-1,-51,7,13.4,31.04,22.22, ,9,31,2,20736,2139
21/08/2021,84,69711,8114361,116.4,-25,-1,110,25,-15,-3,17.45,25.81,21.63, ,11,38,4,9485,2047
22/08/2021,84,69711,8114361,116.4,-2,28,107,30,4,-3,13.21,23.56,18.39, ,13,30,2,3295,2071
23/08/2021,84,69711,8114361,116.4,-2,25,135,0,-40,6,13.48,22.93,18.2, ,10,30,1,15750,2142
24/08/2021,84,69711,8114361,116.4,-6,23,127,-6,-38,7,11.7,24.47,18.09, ,8,28,1,18407,2175
25/08/2021,84,69711,8114361,116.4,-9,18,127,-1,-35,4,11.75,24.96,18.35, ,7,27,2,16754,2140
26/08/2021,84,69711,8114361,116.4,-8,21,119,-2,-36,5,11.84,21.91,16.87, ,7,32,2,15801,2109
27/08/2021,84,69711,8114361,116.4,-11,16,91,2,-37,6,9,21.85,15.42, ,12,31,4,17181,2134
28/08/2021,84,69711,8114361,116.4,-19,4,72,22,-9,-2,9.72,21.47,15.6, ,14,35,9,8588,2082
29/08/2021,84,69711,8114361,116.4,-1,24,88,31,5,-3,9.4,20.99,15.2, ,20,32,12,2457,2098
30/08/2021,84,69711,8114361,116.4,0,24,71,5,-30,5,10.7,23.44,17.07, ,17,40,10,14406,2108
31/08/2021,84,69711,8114361,116.4,-1,24,76,4,-27,5,9.07,25.2,17.14, ,17,43,7,15375,2078
01/09/2021,84,69711,8114361,116.4,-5,22,69,8,-24,3,11.24,27.69,19.46, ,15,40,7,16821,2081
02/09/2021,84,69711,8114361,116.4,-7,25,57,4,-26,4,15.42,24.72,20.07, ,15,36,9,14351,1993
03/09/2021,84,69711,8114361,116.4,-9,19,36,8,-26,3,14.55,26.51,20.53, ,21,46,5,14775,1964
04/09/2021,84,69711,8114361,116.4,-12,10,52,7,-5,-1,12.75,28.38,20.56, ,20,34,9,8817,1963
05/09/2021,84,69711,8114361,116.4,1,29,92,21,5,-3,12.82,29.4,21.11, ,22,29,11,2532,1978
06/09/2021,84,69711,8114361,116.4,-3,21,69,15,-25,1,13.74,29.74,21.74, ,22,31,7,9035,1929
07/09/2021,84,69711,8114361,116.4,-4,20,76,13,-23,1,15.15,29.31,22.23, ,14,31,5,9195,1910
08/09/2021,84,69711,8114361,116.4,-7,19,70,12,-23,1,16.34,23.42,19.88, ,9,34,9,10783,1863
09/09/2021,84,69711,8114361,116.4,-9,21,43,9,-24,2,15.58,23.77,19.68, ,14,30,5,8909,1852
10/09/2021,84,69711,8114361,116.4,-8,15,38,13,-24,2,12.78,25.08,18.93, ,15,25,9,11199,1787
11/09/2021,84,69711,8114361,116.4,-11,6,62,7,-5,-2,10.85,26.39,18.62, ,18,17,8,6620,1755
12/09/2021,84,69711,8114361,116.4,3,24,91,26,3,-4,11.73,29.19,20.46, ,15,27,4,1052,1763
13/09/2021,84,69711,8114361,116.4,-6,15,60,14,-24,1,17.84,27.04,22.44, ,10,30,6,7073,1736
14/09/2021,84,69711,8114361,116.4,-8,17,46,12,-22,1,17.21,25.35,21.28, ,10,21,3,8108,1675
15/09/2021,84,69711,8114361,116.4,-12,13,25,10,-23,2,15.02,23.3,19.16, ,6,14,6,8585,1619
16/09/2021,84,69711,8114361,116.4,-13,14,21,6,-23,1,14.72,23.32,19.02, ,4,25,3,6402,1598
17/09/2021,84,69711,8114361,116.4,-9,12,39,12,-25,1,12.13,24.34,18.23, ,7,25,5,7423,1558
18/09/2021,84,69711,8114361,116.4,-13,2,53,6,-7,-2,11.73,16.63,14.18, ,15,26,11,4667,1521
19/09/2021,84,69711,8114361,116.4,-10,12,18,12,-3,0,12.18,16.47,14.33, ,21,34,14,777,1503
20/09/2021,84,69711,8114361,116.4,-12,11,13,7,-22,3,12.4,19.67,16.04, ,25,35,10,4731,1507
21/09/2021,84,69711,8114361,116.4,-9,14,38,7,-18,1,9.49,20.54,15.01, ,20,31,4,4646,1457
22/09/2021,84,69711,8114361,116.4,-10,11,42,9,-15,1,8.14,24.29,16.21, ,15,26,10,5096,1395
23/09/2021,84,69711,8114361,116.4,-11,13,39,8,-14,1,9.67,25.57,17.62, ,14,27,6,4128,1377
24/09/2021,84,69711,8114361,116.4,-10,10,38,14,-17,0,12.65,25.25,18.95, ,8,25,8,5565,1364
25/09/2021,84,69711,8114361,116.4,-15,1,40,1,-6,-1,13.63,22.45,18.04, ,10,26,4,3256,1344
26/09/2021,84,69711,8114361,116.4,-11,10,29,11,-1,0,11.33,23.76,17.55, ,7,28,11,573,1334
27/09/2021,84,69711,8114361,116.4,-11,11,29,8,-15,2,8.57,19.65,14.11, ,14,34,7,3574,1308
28/09/2021,84,69711,8114361,116.4,-10,13,32,6,-14,1,10.9,20.6,15.75, ,14,35,2,4020,1284
29/09/2021,84,69711,8114361,116.4,-13,11,26,2,-16,1,5.73,18.38,12.05, ,11,35,2,4660,1258
30/09/2021,84,69711,8114361,116.4,-11,13,24,5,-14,1,4.95,22.99,13.97, ,4,20,8,3692,1233
01/10/2021,84,69711,8114361,116.4,-9,12,21,7,-17,1,10.61,23.75,17.18, ,7,14,10,7035,1183
02/10/2021,84,69711,8114361,116.4,-13,5,30,-2,-8,-1,12.82,21.37,17.1, ,7,21,7,4054,1167
03/10/2021,84,69711,8114361,116.4,-17,8,-10,2,-8,2,9.56,13,11.28, ,7,25,4,536,1177
04/10/2021,84,69711,8114361,116.4,-15,7,-9,-2,-17,3,7.35,16.15,11.75, ,10,15,5,4157,1190
05/10/2021,84,69711,8114361,116.4,-11,14,5,0,-16,2,7.13,15.24,11.18, ,19,11,7,3502,1136
06/10/2021,84,69711,8114361,116.4,-11,12,9,1,-15,2,5.13,16.32,10.72, ,21,21,5,4888,1134
07/10/2021,84,69711,8114361,116.4,-12,12,9,2,-14,1,5.2,14.65,9.92, ,20,29,6,3083,1116
08/10/2021,84,69711,8114361,116.4,-10,10,8,4,-17,2,7.22,15.28,11.25, ,14,24,3,5585,1102
09/10/2021,84,69711,8114361,116.4,-13,4,19,-7,-8,0,7.21,15.84,11.52, ,9,24,4,3280,1094
10/10/2021,84,69711,8114361,116.4,-5,16,42,10,-6,-1,3.36,16.13,9.75, ,16,18,10,300,1100
11/10/2021,84,69711,8114361,116.4,-10,9,16,2,-15,2,6.05,15.09,10.57, ,25,16,14,3094,1096
12/10/2021,84,69711,8114361,116.4,-10,11,16,1,-13,2,6.25,14.51,10.38, ,20,14,11,3232,1060
13/10/2021,84,69711,8114361,116.4,-12,9,11,1,-14,2,0.84,15.8,8.32, ,27,9,12,4423,1076
14/10/2021,84,69711,8114361,116.4,-12,11,12,1,-13,1,1.65,18.22,9.93, ,35,16,21,3105,1065
15/10/2021,84,69711,8114361,116.4,-10,8,11,4,-15,2,2.54,16.12,9.33, ,25,28,12,4728,1055
16/10/2021,84,69711,8114361,116.4,-13,2,22,-2,-8,-1,2.15,20.11,11.13, ,18,32,3,2942,1051
17/10/2021,84,69711,8114361,116.4,-6,13,51,11,-7,-1,3.91,20.28,12.1, ,9,27,9,186,1051
18/10/2021,84,69711,8114361,116.4,-13,7,17,0,-15,2,6.24,21.22,13.73, ,8,22,7,2840,1077
19/10/2021,84,69711,8114361,116.4,-11,10,23,0,-13,2,11.65,20.45,16.05, ,9,24,7,2857,1112
20/10/2021,84,69711,8114361,116.4,-15,8,10,1,-14,2,10.73,17.92,14.32, ,17,13,14,3972,1096
21/10/2021,84,69711,8114361,116.4,-14,11,6,-1,-12,2,6.6,14.32,10.46, ,25,17,16,2477,1090
22/10/2021,84,69711,8114361,116.4,-12,10,4,3,-15,2,0.63,13.7,7.16, ,12,19,10,3859,1091
23/10/2021,84,69711,8114361,116.4,-15,3,18,1,-9,-1,0.76,19.43,10.1, ,15,12,10,2615,1067
24/10/2021,84,69711,8114361,116.4,-4,17,55,12,-9,-2,3.59,18.37,10.98, ,27,16,13,229,1081
25/10/2021,84,69711,8114361,116.4,-8,9,35,-2,-26,4,6.43,16.75,11.59, ,18,30,9,2855,1091
26/10/2021,84,69711,8114361,116.4,-8,12,32,-3,-24,4,4.22,15.91,10.06, ,7,31,4,2544,1067
27/10/2021,84,69711,8114361,116.4,-11,10,31,-2,-22,2,3.11,18.97,11.04, ,4,28,3,3358,1026
28/10/2021,84,69711,8114361,116.4,-8,14,32,-2,-25,3,7.96,18.71,13.34, ,5,22,7,2453,1035
29/10/2021,84,69711,8114361,116.4,-9,12,20,3,-29,4,11.55,18.06,14.81, ,7,21,9,3301,1051
30/10/2021,84,69711,8114361,116.4,-17,7,-4,-2,-15,0,11.91,19.6,15.75, ,4,23,7,1819,1039
31/10/2021,84,69711,8114361,116.4,7,39,47,7,-10,-2,9.15,14.26,11.7, ,6,21,8,171,1035
01/11/2021,84,69711,8114361,116.4,-30,-33,14,-27,-82,18,6.55,13.15,9.85, ,7,17,6,875,1053
02/11/2021,84,69711,8114361,116.4,-9,23,13,-3,-28,5,6.33,10.89,8.61, ,12,19,4,2666,1079
03/11/2021,84,69711,8114361,116.4,-13,12,-2,-7,-24,4,3.3,10.06,6.68, ,13,19,4,3311,1135
04/11/2021,84,69711,8114361,116.4,-10,13,4,-7,-26,5,2.31,9.58,5.95, ,12,22,3,2356,1147
05/11/2021,84,69711,8114361,116.4,-11,9,-4,-8,-28,6,2.59,9.25,5.92, ,21,16,7,3428,1152
06/11/2021,84,69711,8114361,116.4,-15,5,-6,-6,-11,1,1.15,10.21,5.68, ,33,5,12,2074,1146
07/11/2021,84,69711,8114361,116.4,-11,13,6,4,-9,1,5.06,10.38,7.72, ,33,4,9,155,1148
08/11/2021,84,69711,8114361,116.4,-12,9,-6,-3,-13,3,0.01,8.54,4.27, ,31,7,9,2168,1174
09/11/2021,84,69711,8114361,116.4,-11,13,1,-2,-12,2,0.68,10.39,5.54, ,34,1,16,2343,1192
10/11/2021,84,69711,8114361,116.4,-5,23,1,8,-14,-1,3.16,13.39,8.28, ,14,13,8,3564,1222
11/11/2021,84,69711,8114361,116.4,-26,-20,31,-32,-78,19,1.72,12.7,7.21,50,15,10,5,456,1224
12/11/2021,84,69711,8114361,116.4,-9,20,8,-20,-41,9,1.18,10.44,5.81,49,16,10,6,3080,1256
13/11/2021,84,69711,8114361,116.4,-19,-2,-4,-21,-13,3,6.83,11.17,9,21,7,11,5,2105,1272
14/11/2021,84,69711,8114361,116.4,-18,4,-9,4,-11,1,5.75,9.37,7.56,32,11,16,5,172,1282
15/11/2021,84,69711,8114361,116.4,-14,7,-11,-2,-14,3,5.28,8.29,6.79,67,24,10,8,2123,1290
16/11/2021,84,69711,8114361,116.4,-13,10,-5,-2,-11,3,4.46,7.45,5.95,81,27,6,9,2327,1328
17/11/2021,84,69711,8114361,116.4,-16,8,-12,-5,-13,3,4.3,10.33,7.31,85,28,5,10,3590,1379
18/11/2021,84,69711,8114361,116.4,-14,10,-9,-4,-11,2,2.03,10.45,6.24,36,10,8,5,2297,1393
19/11/2021,84,69711,8114361,116.4,-12,9,-9,-3,-14,3,1.4,10.16,5.78,41,13,10,6,3487,1473
20/11/2021,84,69711,8114361,116.4,-16,3,-5,-17,-8,2,0.84,7.45,4.14,78,32,6,12,2825,1525
21/11/2021,84,69711,8114361,116.4,-13,7,-7,-6,-11,2,2.95,6.71,4.83,100,37,6,10,164,1543
22/11/2021,84,69711,8114361,116.4,-14,6,-14,-7,-13,4,3.49,8.94,6.21,74,24,11,10,2477,1677
23/11/2021,84,69711,8114361,116.4,-13,10,-4,-5,-12,3,0.56,9.45,5.01,34,10,16,10,2699,1779
24/11/2021,84,69711,8114361,116.4,-14,8,-4,-5,-13,3,2.29,6.32,4.3,16,4,19,5,3643,1844
25/11/2021,84,69711,8114361,116.4,-16,11,-18,-7,-12,4,0.62,4.34,2.48,24,8,18,7,2535,1934
26/11/2021,84,69711,8114361,116.4,-11,12,-21,-3,-15,4,0.85,6.5,3.67,47,16,11,15,3581,2049
27/11/2021,84,69711,8114361,116.4,-14,5,-18,-14,-8,3,0,2.57,1.29,47,15,10,18,2755,2067
28/11/2021,84,69711,8114361,116.4,-17,4,-31,-9,-11,4,-0.35,2.39,1.02,39,12,19,13,230,2086
29/11/2021,84,69711,8114361,116.4,-13,9,-18,-7,-15,5,-4.92,4.84,-0.04,32,10,14,10,2030,2199
30/11/2021,84,69711,8114361,116.4,-11,16,-6,-5,-12,4,-1.16,7.35,3.1,16,5,21,8,2451,2293
01/12/2021,84,69711,8114361,116.4,-14,14,-19,-6,-13,4,0.31,5.3,2.8,20,6,20,10,2827,2395
02/12/2021,84,69711,8114361,116.4,-15,15,-20,-7,-12,4,-2.25,7.6,2.68,21,6,15,10,2218,2469
03/12/2021,84,69711,8114361,116.4,-10,15,-14,-3,-15,5,1.67,9.49,5.58,43,14,20,12,2663,2545
04/12/2021,84,69711,8114361,116.4,-15,5,-23,-17,-8,3,0.36,5.19,2.78,13,4,19,13,1760,2657
05/12/2021,84,69711,8114361,116.4,0,21,-16,-7,-5,3,0.85,5.7,3.28,25,10,19,11,314,2707
06/12/2021,84,69711,8114361,116.4,-9,15,-8,-6,-15,5,0.57,8.45,4.51,22,7,22,10,2756,2908
07/12/2021,84,69711,8114361,116.4,-7,19,1,-3,-11,4,2.53,5.67,4.1,24,7,18,7,2434,3066
08/12/2021,84,69711,8114361,116.4,-11,15,0,1,-12,4,0.04,6.54,3.29,66,20,4,16,2660,3126
09/12/2021,84,69711,8114361,116.4,-8,19,8,5,-10,3,-1.65,6.06,2.2,78,29,3,19,2397,3211
10/12/2021,84,69711,8114361,116.4,-13,10,-9,4,-16,7,0.47,5.32,2.9,86,32,1,18,2876,3305
11/12/2021,84,69711,8114361,116.4,-9,11,9,7,-4,3,-2.71,7.03,2.16,37,10,3,9,1910,3355
12/12/2021,84,69711,8114361,116.4,14,39,13,4,3,1,-0.75,7.78,3.51,42,11,3,11,394,3393
13/12/2021,84,69711,8114361,116.4,-5,18,-4,-5,-13,4,-1.67,7.62,2.97,73,25,4,13,2305,3521
14/12/2021,84,69711,8114361,116.4,-5,21,-2,-6,-11,4,-1.16,4.85,1.84,82,27,4,12,3184,3633
15/12/2021,84,69711,8114361,116.4,-7,20,-7,-6,-12,4,-0.26,4.24,1.99,87,28,6,9,2887,3696
16/12/2021,84,69711,8114361,116.4,-7,23,-10,-5,-10,4,-0.65,6.97,3.16,58,16,8,6,2883,3714
17/12/2021,84,69711,8114361,116.4,-5,19,-8,-7,-14,4,-2.27,4.76,1.25,78,26,8,11,3297,3857
18/12/2021,84,69711,8114361,116.4,-12,12,-5,-2,-4,3,-2.36,3.71,0.67,113,41,3,15,2539,3799
19/12/2021,84,69711,8114361,116.4,19,56,10,-3,5,2,-2.88,2.1,-0.39,61,21,16,16,1162,3831
20/12/2021,84,69711,8114361,116.4,6,29,12,-13,-31,8,-4.11,4.86,0.38,52,17,8,17,3404,3998
21/12/2021,84,69711,8114361,116.4,7,38,25,-10,-31,8,-4.56,6.47,0.95,54,15,4,14,4329,4068
22/12/2021,84,69711,8114361,116.4,4,42,20,-7,-31,6,-2.35,11.81,4.73,68,20,3,13,4135,4104
23/12/2021,84,69711,8114361,116.4,7,63,26,-5,-39,7,2.35,11.25,6.8,43,13,9,13,3476,4110
24/12/2021,84,69711,8114361,116.4,-17,35,8,-27,-57,10,3.69,10.37,7.03,25,7,16,11,1221,4138
25/12/2021,84,69711,8114361,116.4,-76,-82,-17,-44,-62,5,4.37,10.48,7.43,31,9,7,16,84,4153
26/12/2021,84,69711,8114361,116.4,-18,31,15,15,-17,0,2.95,10.86,6.9,47,14,4,15,363,4247
27/12/2021,84,69711,8114361,116.4,-1,30,33,-18,-63,14,6.81,12.07,9.44,65,20,3,13,3121,4415
28/12/2021,84,69711,8114361,116.4,-5,32,36,-20,-59,15,8.35,13.17,10.76,101,35,1,14,4152,4580
29/12/2021,84,69711,8114361,116.4,-11,30,20,-20,-57,13,8.17,14.9,11.54,59,17,5,10,3740,4736
30/12/2021,84,69711,8114361,116.4,-3,55,68,-13,-59,13,3.06,15.72,9.39,73,12,24,7,3666,4890
31/12/2021,84,69711,8114361,116.4,-19,41,63,-25,-64,13,1.02,14.51,7.76,31,6,22,4,1379,5005
01/01/2022,84,69711,8114361,116.4,-68,-79,25,-31,-59,7,1.23,12.37,6.8,15,9,19,4,186,4992
02/01/2022,84,69711,8114361,116.4,-14,37,13,22,-8,3,4.39,12.92,8.65,26,19,6,16,510,5075
03/01/2022,84,69711,8114361,116.4,-13,31,11,-11,-24,9,6.78,14.52,10.65,59,7,16,11,4251,5276
04/01/2022,84,69711,8114361,116.4,-17,29,11,-15,-22,9,1.15,4.62,2.89,25,7,22,10,4765,5323
05/01/2022,84,69711,8114361,116.4,-21,23,-3,-20,-23,9,-0.45,4.52,2.03,23,11,22,7,7104,5474
06/01/2022,84,69711,8114361,116.4,-20,25,1,-20,-22,10,-3.68,4.68,0.5,38,15,15,5,4819,5610
07/01/2022,84,69711,8114361,116.4,-22,16,-16,-22,-23,11,1.3,7.32,4.31,54,20,13,7,5761,5724
08/01/2022,84,69711,8114361,116.4,-25,8,-23,-24,-10,8,1.79,5.55,3.67,67,31,8,10,4847,5777
09/01/2022,84,69711,8114361,116.4,-27,5,-24,-21,-5,6,1.22,6.04,3.63,91,60,2,18,2032,5808
10/01/2022,84,69711,8114361,116.4,-18,17,-4,-18,-20,8,-2.85,3.75,0.45,155,53,2,18,4208,6085
11/01/2022,84,69711,8114361,116.4,-19,18,-2,-19,-19,8,-3.32,2.44,-0.44,150,42,7,16,4913,6252
12/01/2022,84,69711,8114361,116.4,-17,17,-5,-18,-20,7,-4.96,3.41,-0.78,121,24,14,10,6397,6437
13/01/2022,84,69711,8114361,116.4,-18,18,-4,-21,-22,9,-5.98,7.32,0.67,74,24,13,11,4248,6492
14/01/2022,84,69711,8114361,116.4,-17,14,-4,-17,-21,9,-5.39,6.24,0.42,70,48,1,19,5339,6599
15/01/2022,84,69711,8114361,116.4,-19,7,1,-18,-7,5,-5.68,5.16,-0.26,125,19,17,11,3948,6492
16/01/2022,84,69711,8114361,116.4,-12,9,19,-12,-2,3,-4.07,4.25,0.09,62,10,25,4,1296,6544
17/01/2022,84,69711,8114361,116.4,-16,16,2,-16,-20,8,-0.83,4.48,1.83,32,12,23,3,3052,6792
18/01/2022,84,69711,8114361,116.4,-17,17,7,-16,-19,8,-4.91,3.95,-0.48,44,19,18,5,3458,6891
19/01/2022,84,69711,8114361,116.4,-18,14,-3,-15,-20,7,0.11,5.27,2.69,65,39,5,16,4518,6966
20/01/2022,84,69711,8114361,116.4,-19,16,-9,-18,-19,8,-1.27,4.57,1.65,101,59,2,19,2783,7236
21/01/2022,84,69711,8114361,116.4,-16,13,-9,-14,-21,9,-3.85,4.43,0.29,152,37,8,12,3535,7208
22/01/2022,84,69711,8114361,116.4,-18,6,-2,-11,-7,5,-1.33,4.36,1.52,107,27,8,8,2708,7272
23/01/2022,84,69711,8114361,116.4,-13,8,13,-9,-4,3,-3.62,9.22,2.8,83,19,13,7,579,7304
24/01/2022,84,69711,8114361,116.4,-13,14,14,-13,-19,7,-4.79,10.43,2.82,63,16,12,9,2084,7450
25/01/2022,84,69711,8114361,116.4,-14,15,16,-12,-18,7,-5.12,5.97,0.43,58,12,18,9,2449,7650
26/01/2022,84,69711,8114361,116.4,-17,13,3,-13,-19,7,-4.49,3.62,-0.44,44,10,25,10,3106,7540
27/01/2022,84,69711,8114361,116.4,-17,14,-5,-15,-18,8,-3.69,4.56,0.44,32,11,21,9,2140,7627
28/01/2022,84,69711,8114361,116.4,-15,13,-8,-10,-20,8,-2.68,5.45,1.39,29,16,12,13,2940,7834
29/01/2022,84,69711,8114361,116.4,-15,8,-3,-4,-6,4,0.44,9.14,4.79,45,12,10,13,1645,7673
30/01/2022,84,69711,8114361,116.4,-9,12,16,-2,-2,2,0.72,7.15,3.94,37,12,11,11,423,7759
31/01/2022,84,69711,8114361,116.4,-13,13,-5,-12,-17,7,-0.56,6.11,2.77,42,11,27,10,1484,7977
01/02/2022,84,69711,8114361,116.4,-12,16,4,-10,-15,7,2.91,9.97,6.44,33,14,15,15,1738,7958
02/02/2022,84,69711,8114361,116.4,-14,18,1,-9,-15,6,0.85,12.48,6.66,46,8,24,8,2530,7944
03/02/2022,84,69711,8114361,116.4,-12,15,7,-9,-14,6,0.85,10.04,5.44,22,16,13,12,1805,8125
04/02/2022,84,69711,8114361,116.4,-10,15,2,-5,-16,7,2.47,9.1,5.79,39,25,16,11,2364,8145
05/02/2022,84,69711,8114361,116.4,-9,14,17,14,-4,2,-2.7,9.08,3.19,64,23,16,9,1320,8010
06/02/2022,84,69711,8114361,116.4,-4,22,21,1,0,2,3.27,9.02,6.15,58,12,25,5,240,8041
07/02/2022,84,69711,8114361,116.4,-4,18,28,-5,-14,5,-3.35,11.64,4.14,36,15,15,12,1415,8251
08/02/2022,84,69711,8114361,116.4,-3,18,42,-2,-12,4,-3,15.15,6.07,50,18,29,10,1710,8154
09/02/2022,84,69711,8114361,116.4,-7,15,43,-5,-14,4,0.65,15.66,8.16,49,10,29,8,1896,8016
10/02/2022,84,69711,8114361,116.4,-6,19,36,0,-12,4,2.55,8.09,5.32,24,7,20,9,1525,7791
11/02/2022,84,69711,8114361,116.4,-7,17,8,1,-14,5,-4.98,10.06,2.54,21,8,14,9,1952,7669
12/02/2022,84,69711,8114361,116.4,-11,10,19,21,-5,2,0.44,12.34,6.39,26,15,19,13,951,7554
13/02/2022,84,69711,8114361,116.4,6,26,49,13,0,0,5,9.53,7.26,42,13,29,12,208,7559
14/02/2022,84,69711,8114361,116.4,5,21,13,-9,-25,7,2.68,8.74,5.71,34,10,25,5,1094,7528
15/02/2022,84,69711,8114361,116.4,-7,13,32,-7,-24,6,3.48,10.23,6.85,25,11,18,14,1212,7470
16/02/2022,84,69711,8114361,116.4,-13,8,8,-9,-22,6,7.91,15.23,11.57,38,10,26,6,1294,7408
17/02/2022,84,69711,8114361,116.4,-8,15,28,-6,-24,6,4.58,18.73,11.65,28,18,23,5,1003,7208
18/02/2022,84,69711,8114361,116.4,-8,9,39,1,-27,6,2.65,9.52,6.08,46,15,22,11,1257,6956
19/02/2022,84,69711,8114361,116.4,-17,4,20,15,-8,1,0.44,12.45,6.45,38,23,20,17,580,6711
20/02/2022,84,69711,8114361,116.4,-1,20,37,12,0,0,4.6,8.92,6.76,56,8,26,3,158,6689
21/02/2022,84,69711,8114361,116.4,-11,8,8,-12,-29,7,4.1,10.92,7.51,19,10,23,3,797,6603
22/02/2022,84,69711,8114361,116.4,-7,12,45,-8,-27,6,5.04,14,9.52,29,13,25,10,880,6457
23/02/2022,84,69711,8114361,116.4,-10,8,50,-5,-24,4,1.64,14.34,7.99,41,22,26,17,971,6152
24/02/2022,84,69711,8114361,116.4,-10,13,35,-10,-26,6,1.62,8.95,5.28,57,22,25,14,777,5946
25/02/2022,84,69711,8114361,116.4,-10,11,23,-8,-29,7,-2.39,10.56,4.09,60,19,27,7,1015,5831
26/02/2022,84,69711,8114361,116.4,-15,6,27,14,-5,1,-4.32,12.3,3.99,54,30,20,14,475,5775
27/02/2022,84,69711,8114361,116.4,4,29,57,20,5,-1,-2.94,13.46,5.26,73,27,28,7,84,5801
28/02/2022,84,69711,8114361,116.4,-6,16,40,3,-11,3,-3.09,14.46,5.69,73,28,28,7,695,5782
01/03/2022,84,69711,8114361,116.4,-6,18,43,4,-9,3,0.72,13.11,6.91,79,22,29,5,914,5606
02/03/2022,84,69711,8114361,116.4,-9,16,30,1,-10,3,2.92,14.39,8.65,68,32,21,10,1025,5533
03/03/2022,84,69711,8114361,116.4,-8,18,32,1,-8,3,1.74,13.45,7.59,85,39,29,15,693,5303
04/03/2022,84,69711,8114361,116.4,-6,17,23,5,-11,4,-2.33,11,4.34,101,25,29,10,921,5059
05/03/2022,84,69711,8114361,116.4,-8,13,27,19,1,1,-5.17,8.97,1.9,67,24,30,9,485,4933
06/03/2022,84,69711,8114361,116.4,8,32,49,18,6,-1,-5.59,10.92,2.66,63,13,36,4,55,4921
07/03/2022,84,69711,8114361,116.4,-8,13,33,2,-11,4,-3.75,13.73,4.99,35,8,31,5,481,4813
08/03/2022,84,69711,8114361,116.4,-8,16,40,3,-9,3,-0.29,14.33,7.02,26,7,30,4,514,4696
